Id,SalePrice
1461,122000
1462,149900
1463,192000
1464,192000
1465,176000
1466,174000
1467,173000
1468,178000
1469,167000
1470,149900
1471,164000
1472,134900
1473,88000
1474,148500
1475,73000
1476,280000
1477,256300
1478,315500
1479,320000
1480,302000
1481,312500
1482,189000
1483,214000
1484,160200
1485,184100
1486,183500
1487,313000
1488,209500
1489,184900
1490,175000
1491,175000
1492,91300
1493,215000
1494,403000
1495,350000
1496,164000
1497,198500
1498,160000
1499,160000
1500,160000
1501,168500
1502,148800
1503,239686
1504,236500
1505,236500
1506,185000
1507,151400
1508,143750
1509,118000
1510,165000
1511,148000
1512,160000
1513,157500
1514,145900
1515,124500
1516,187000
1517,157900
1518,107500
1519,293077
1520,139000
1521,148000
1522,129000
1523,117000
1524,128900
1525,117000
1526,152000
1527,99900
1528,133000
1529,139950
1530,167000
1531,118000
1532,125500
1533,60000
1534,250000
1535,219500
1536,134000
1537,60000
1538,232000
1539,198500
1540,240000
1541,155000
1542,128000
1543,177000
1544,95000
1545,85400
1546,130500
1547,128500
1548,140000
1549,125000
1550,185000
1551,135000
1552,144000
1553,155000
1554,127000
1555,190000
1556,68400
1557,125000
1558,128000
1559,40000
1560,157500
1561,136500
1562,155000
1563,130000
1564,270000
1565,130000
1566,212000
1567,110000
1568,175000
1569,177000
1570,136500
1571,127000
1572,177000
1573,197900
1574,124000
1575,170000
1576,175000
1577,194500
1578,106250
1579,138000
1580,185500
1581,134900
1582,129000
1583,305900
1584,255900
1585,131500
1586,86000
1587,130500
1588,157900
1589,141000
1590,107000
1591,109008
1592,136500
1593,110000
1594,200000
1595,115000
1596,157900
1597,154300
1598,170000
1599,142500
1600,210000
1601,35311
1602,100000
1603,85000
1604,290000
1605,350000
1606,160000
1607,139600
1608,255000
1609,176000
1610,156932
1611,167500
1612,186000
1613,181000
1614,90350
1615,82500
1616,108500
1617,106000
1618,132000
1619,130250
1620,151400
1621,129900
1622,175000
1623,205000
1624,204750
1625,147000
1626,155000
1627,177500
1628,267000
1629,168500
1630,164000
1631,221000
1632,251000
1633,180000
1634,193500
1635,177500
1636,189000
1637,193500
1638,200000
1639,143000
1640,196500
1641,160000
1642,229456
1643,253000
1644,226000
1645,175000
1646,155000
1647,180000
1648,148000
1649,132000
1650,137000
1651,82500
1652,83000
1653,115000
1654,155000
1655,153500
1656,147000
1657,155000
1658,147000
1659,90350
1660,144900
1661,412500
1662,337000
1663,255500
1664,380000
1665,255500
1666,315000
1667,354000
1668,255500
1669,280000
1670,260000
1671,395000
1672,315000
1673,285000
1674,293077
1675,193000
1676,204750
1677,262280
1678,302000
1679,440000
1680,319900
1681,266000
1682,315000
1683,189000
1684,175000
1685,176000
1686,213490
1687,187500
1688,230000
1689,175000
1690,180000
1691,183500
1692,236000
1693,190000
1694,143000
1695,180000
1696,233000
1697,180000
1698,267000
1699,402000
1700,339750
1701,315750
1702,245000
1703,245000
1704,369900
1705,189000
1706,377426
1707,189000
1708,228500
1709,232600
1710,228500
1711,252000
1712,189000
1713,369900
1714,228500
1715,216000
1716,142500
1717,176000
1718,84500
1719,200000
1720,260000
1721,159000
1722,84500
1723,165000
1724,244600
1725,301000
1726,171000
1727,99500
1728,165000
1729,177500
1730,118858
1731,130250
1732,130000
1733,108000
1734,143000
1735,119000
1736,149500
1737,180000
1738,196500
1739,130000
1740,194700
1741,199900
1742,193000
1743,183900
1744,402000
1745,170000
1746,170000
1747,381000
1748,200000
1749,161500
1750,153000
1751,158000
1752,133000
1753,140000
1754,205000
1755,163500
1756,133900
1757,133000
1758,102000
1759,235000
1760,149900
1761,145250
1762,200000
1763,153000
1764,130000
1765,145250
1766,200624
1767,157500
1768,135000
1769,121500
1770,143000
1771,142000
1772,60000
1773,158500
1774,142600
1775,139000
1776,146800
1777,117000
1778,118500
1779,159500
1780,133500
1781,143500
1782,85500
1783,103600
1784,94000
1785,137500
1786,185000
1787,197000
1788,39300
1789,125000
1790,85000
1791,200000
1792,167000
1793,162000
1794,159500
1795,158500
1796,144500
1797,156000
1798,109900
1799,100000
1800,145000
1801,166000
1802,160000
1803,135000
1804,134900
1805,158000
1806,149000
1807,124500
1808,100000
1809,135900
1810,125500
1811,122500
1812,101000
1813,125500
1814,99900
1815,39300
1816,99900
1817,106250
1818,98000
1819,155000
1820,85000
1821,144000
1822,112000
1823,85000
1824,149350
1825,135900
1826,100000
1827,96500
1828,185000
1829,155000
1830,135000
1831,145000
1832,185000
1833,112000
1834,125500
1835,200000
1836,167500
1837,117000
1838,130000
1839,85500
1840,179000
1841,137500
1842,119500
1843,128900
1844,135960
1845,170000
1846,129000
1847,177000
1848,39300
1849,159500
1850,155000
1851,84900
1852,149350
1853,193000
1854,151000
1855,151000
1856,194500
1857,115000
1858,118964
1859,118964
1860,187500
1861,118964
1862,354000
1863,354000
1864,354000
1865,170000
1866,318000
1867,201000
1868,232000
1869,192000
1870,369900
1871,280000
1872,176000
1873,200000
1874,131500
1875,259000
1876,193500
1877,245350
1878,231500
1879,144000
1880,129000
1881,312500
1882,263000
1883,196500
1884,230000
1885,203000
1886,203000
1887,210000
1888,205000
1889,156932
1890,144000
1891,145000
1892,112500
1893,135000
1894,118000
1895,134450
1896,133900
1897,121600
1898,116000
1899,129000
1900,105000
1901,129000
1902,110000
1903,205000
1904,137500
1905,237500
1906,257500
1907,170000
1908,134900
1909,97000
1910,124000
1911,244000
1912,430000
1913,122500
1914,89000
1915,392500
1916,39300
1917,299800
1918,114500
1919,187500
1920,179200
1921,377426
1922,320000
1923,192000
1924,213250
1925,222500
1926,402861
1927,133500
1928,139600
1929,125000
1930,144000
1931,123000
1932,129000
1933,167900
1934,192000
1935,185000
1936,231500
1937,240000
1938,169000
1939,239686
1940,176000
1941,181000
1942,175900
1943,181134
1944,325300
1945,466500
1946,60000
1947,213000
1948,137000
1949,251000
1950,180000
1951,180000
1952,260000
1953,210000
1954,205000
1955,118000
1956,446261
1957,143000
1958,335000
1959,136000
1960,135000
1961,131000
1962,90350
1963,90350
1964,147400
1965,148500
1966,119500
1967,280000
1968,315500
1969,402861
1970,255000
1971,412500
1972,255000
1973,236000
1974,354000
1975,170000
1976,395000
1977,337000
1978,283463
1979,318000
1980,260000
1981,319900
1982,174000
1983,207500
1984,173000
1985,213000
1986,174000
1987,164990
1988,173000
1989,183500
1990,230000
1991,224000
1992,230000
1993,165000
1994,196500
1995,175500
1996,176485
1997,313000
1998,350000
1999,335000
2000,290000
2001,290000
2002,295493
2003,147000
2004,237000
2005,180000
2006,392000
2007,249700
2008,370878
2009,173000
2010,175000
2011,119200
2012,176000
2013,177000
2014,193000
2015,225000
2016,207500
2017,194500
2018,130000
2019,137000
2020,127000
2021,121600
2022,160000
2023,136500
2024,189000
2025,301000
2026,176000
2027,160000
2028,174000
2029,172500
2030,275000
2031,239686
2032,286000
2033,220000
2034,179400
2035,216000
2036,173733
2037,173733
2038,237000
2039,148000
2040,250000
2041,315000
2042,165000
2043,175000
2044,166000
2045,402000
2046,124000
2047,130000
2048,134900
2049,142600
2050,147000
2051,113000
2052,170000
2053,135000
2054,106000
2055,160000
2056,143500
2057,118500
2058,185000
2059,139000
2060,160000
2061,110000
2062,145500
2063,135000
2064,129500
2065,144000
2066,143000
2067,112000
2068,117000
2069,103200
2070,96500
2071,86000
2072,311500
2073,129500
2074,145250
2075,107000
2076,132500
2077,177000
2078,118500
2079,139500
2080,91300
2081,100000
2082,141000
2083,132500
2084,91300
2085,139400
2086,165000
2087,122900
2088,125500
2089,86000
2090,125500
2091,113000
2092,90000
2093,128500
2094,121000
2095,107400
2096,85000
2097,85000
2098,132500
2099,39300
2100,100000
2101,113000
2102,168000
2103,85000
2104,137000
2105,104000
2106,60000
2107,208900
2108,135000
2109,139000
2110,149350
2111,118000
2112,185000
2113,125500
2114,105000
2115,125500
2116,102000
2117,107400
2118,107400
2119,154900
2120,125500
2121,110000
2122,125500
2123,149500
2124,210000
2125,185000
2126,90000
2127,135000
2128,144000
2129,103200
2130,104900
2131,135000
2132,107400
2133,115000
2134,139000
2135,85000
2136,135900
2137,143500
2138,98300
2139,151000
2140,127000
2141,97000
2142,119200
2143,129900
2144,60000
2145,124500
2146,157000
2147,135000
2148,118000
2149,144000
2150,129900
2151,102000
2152,109000
2153,60000
2154,130000
2155,118000
2156,200000
2157,227000
2158,194500
2159,170000
2160,185900
2161,233170
2162,297000
2163,318000
2164,187500
2165,139600
2166,131500
2167,187750
2168,185000
2169,214000
2170,230000
2171,157000
2172,155000
2173,215000
2174,223500
2175,220000
2176,466500
2177,263000
2178,197900
2179,131500
2180,196000
2181,210000
2182,260000
2183,192000
2184,136000
2185,147000
2186,140000
2187,148000
2188,118000
2189,190000
2190,82000
2191,82000
2192,34900
2193,118000
2194,149500
2195,133700
2196,144500
2197,118000
2198,244400
2199,136500
2200,119000
2201,230000
2202,184000
2203,115000
2204,95000
2205,115000
2206,155000
2207,87000
2208,129900
2209,157500
2210,159500
2211,115000
2212,73000
2213,135000
2214,118000
2215,125000
2216,139000
2217,39300
2218,119000
2219,85000
2220,100000
2221,392500
2222,275000
2223,466500
2224,255000
2225,126000
2226,193500
2227,220000
2228,295493
2229,280000
2230,156932
2231,197900
2232,169000
2233,175000
2234,260400
2235,185000
2236,232000
2237,314813
2238,206300
2239,147000
2240,164000
2241,157000
2242,145000
2243,170000
2244,91000
2245,91000
2246,138500
2247,119500
2248,119000
2249,142000
2250,139000
2251,93500
2252,160000
2253,156932
2254,244000
2255,193000
2256,185000
2257,189000
2258,176000
2259,169000
2260,170000
2261,183900
2262,212000
2263,354000
2264,501837
2265,157000
2266,274900
2267,170000
2268,402861
2269,169000
2270,215000
2271,241500
2272,220000
2273,179200
2274,193500
2275,190000
2276,274900
2277,160000
2278,140000
2279,120000
2280,105000
2281,175000
2282,164000
2283,83500
2284,91500
2285,119500
2286,127000
2287,337500
2288,306000
2289,318000
2290,318000
2291,325300
2292,315000
2293,465000
2294,412500
2295,501837
2296,233230
2297,236000
2298,302000
2299,285000
2300,339750
2301,255000
2302,227000
2303,233170
2304,260000
2305,159000
2306,159000
2307,140000
2308,209500
2309,266000
2310,172500
2311,370878
2312,172785
2313,178000
2314,215000
2315,172785
2316,172785
2317,211000
2318,172785
2319,165000
2320,176000
2321,179600
2322,159895
2323,173000
2324,170000
2325,187500
2326,180000
2327,214900
2328,183500
2329,193000
2330,172400
2331,262000
2332,290000
2333,446261
2334,263000
2335,239500
2336,315000
2337,227000
2338,235128
2339,171750
2340,402861
2341,200000
2342,207000
2343,274900
2344,228000
2345,213500
2346,172500
2347,172500
2348,255000
2349,192140
2350,252678
2351,249700
2352,249700
2353,189000
2354,147000
2355,84500
2356,155000
2357,191000
2358,187000
2359,124000
2360,134900
2361,156000
2362,320000
2363,142500
2364,155000
2365,192000
2366,176000
2367,130000
2368,208900
2369,130000
2370,179400
2371,172500
2372,187750
2373,239000
2374,335000
2375,270000
2376,260000
2377,385000
2378,142000
2379,160000
2380,155000
2381,145250
2382,375000
2383,171750
2384,220000
2385,185000
2386,145500
2387,139000
2388,90000
2389,98300
2390,129000
2391,120500
2392,109008
2393,180000
2394,139000
2395,200000
2396,120000
2397,197900
2398,134900
2399,113000
2400,68500
2401,130000
2402,119200
2403,136905
2404,90000
2405,129000
2406,114500
2407,134500
2408,144000
2409,163000
2410,157900
2411,114500
2412,158500
2413,142000
2414,142000
2415,137900
2416,119000
2417,130000
2418,130000
2419,122900
2420,129500
2421,164900
2422,113000
2423,106250
2424,148000
2425,200000
2426,259500
2427,94000
2428,170000
2429,112500
2430,143000
2431,150000
2432,133700
2433,143000
2434,129500
2435,167000
2436,149500
2437,115000
2438,100000
2439,125000
2440,188700
2441,91000
2442,102000
2443,67000
2444,112000
2445,37900
2446,102000
2447,183000
2448,149000
2449,98000
2450,106250
2451,125500
2452,198500
2453,96500
2454,126000
2455,118500
2456,127000
2457,128000
2458,105000
2459,87000
2460,114500
2461,132500
2462,149000
2463,100000
2464,240000
2465,141000
2466,100000
2467,125500
2468,122500
2469,98000
2470,126000
2471,171000
2472,148000
2473,132000
2474,106250
2475,265979
2476,128000
2477,129500
2478,149500
2479,128500
2480,119000
2481,113000
2482,123000
2483,106500
2484,143250
2485,130000
2486,144500
2487,187500
2488,130500
2489,181900
2490,158500
2491,116900
2492,193500
2493,108000
2494,137900
2495,115000
2496,190000
2497,145000
2498,90350
2499,96500
2500,176000
2501,135000
2502,131000
2503,102000
2504,189000
2505,165000
2506,293077
2507,239000
2508,187500
2509,305900
2510,191000
2511,191000
2512,252678
2513,250000
2514,168000
2515,145000
2516,173500
2517,119000
2518,141000
2519,282922
2520,216000
2521,195000
2522,203000
2523,134900
2524,136905
2525,136905
2526,142500
2527,120000
2528,109008
2529,137000
2530,108000
2531,187500
2532,250000
2533,196500
2534,216837
2535,237000
2536,190000
2537,159000
2538,183000
2539,194000
2540,169990
2541,185900
2542,192140
2543,129500
2544,220000
2545,165000
2546,163000
2547,94750
2548,142953
2549,177000
2550,556581
2551,148000
2552,130000
2553,82000
2554,102000
2555,130000
2556,104900
2557,137000
2558,200000
2559,60000
2560,157500
2561,106000
2562,118500
2563,101000
2564,244400
2565,159500
2566,127000
2567,127500
2568,159000
2569,185750
2570,134900
2571,169000
2572,142500
2573,223500
2574,197000
2575,129000
2576,152000
2577,132000
2578,99900
2579,39300
2580,133900
2581,107000
2582,90350
2583,275000
2584,152000
2585,200000
2586,212000
2587,194500
2588,143250
2589,144000
2590,129900
2591,187000
2592,250580
2593,189000
2594,194500
2595,202500
2596,312500
2597,169000
2598,215000
2599,378500
2600,143500
2601,120000
2602,108500
2603,90350
2604,109500
2605,83500
2606,134900
2607,228950
